latitude
261.875
261.875
261.875
261.875
261.875
261.875
261.875
2.482.827
2.482.827
2.482.827
2.482.827
2.482.827
2.482.827
2.610.887
2.610.887
2.610.887
2.610.887
2.610.887
26.071.318
26.071.318
26.071.318
26.071.318
26.071.318
26.071.318
26.071.318
26.181.742
26.181.742
26.181.742
26.181.742
26.181.742
26.181.742
26.349.082
26.349.082
26.349.082
26.349.082
26.349.082
26.349.082
26.349.082
26.446.912
26.446.912
26.446.912
26.446.912
26.446.912
26.446.912
26.446.912
26.987.634
26.987.634
26.987.634
26.987.634
26.987.634
26.987.634
262.028.636
262.028.636
262.028.636
262.028.636
262.028.636
262.028.636
262.028.636
247.955
247.955
247.955
247.955
247.955
250.328
250.328
250.328
250.328
250.328
250.328
250.328
261.209
261.209
261.209
261.209
261.209
2.475.746
2.475.746
2.475.746
2.475.746
2.475.746
2.475.746
2.475.746
2.611.442
2.611.442
2.611.442
2.611.442
2.611.442
2.611.442
2.611.442
2.663.086
2.663.086
2.663.086
2.663.086
2.663.086
2.663.086
2.663.086
2.680.365
2.680.365
2.680.365
2.680.365
2.680.365
2.680.365
2.680.365
24.762.518
24.762.518
24.762.518
24.762.518
24.762.518
24.762.518
24.762.518
24.792.403
24.792.403
24.792.403
24.792.403
24.792.403
24.792.403
24.792.403
24.952.822
24.952.822
24.952.822
24.952.822
24.952.822
24.952.822
24.952.822
25.204.762
25.204.762
25.204.762
25.204.762
25.204.762
25.204.762
25.204.762
25.251.013
25.251.013
25.251.013
25.251.013
25.251.013
25.251.013
25.251.013
25.265.194
25.265.194
25.265.194
25.265.194
25.265.194
25.265.194
25.265.194
25.366.336
25.366.336
25.366.336
25.366.336
25.366.336
25.366.336
25.366.336
25.376.776
25.376.776
25.376.776
25.376.776
25.376.776
25.376.776
25.376.776
25.560.083
25.560.083
25.560.083
25.560.083
25.560.083
25.560.083
25.560.083
25.586.562
25.586.562
25.586.562
25.586.562
25.586.562
25.586.562
25.586.562
25.592.539
25.592.539
25.592.539
25.592.539
25.592.539
25.592.539
25.592.539
25.596.727
25.596.727
25.596.727
25.596.727
25.596.727
25.596.727
25.596.727
25.599.486
25.599.486
25.599.486
25.599.486
25.599.486
25.599.486
25.599.486
25.610.369
25.610.369
25.610.369
25.610.369
25.610.369
25.619.651
25.619.651
25.619.651
25.619.651
25.619.651
25.619.651
25.619.651
25.697.189
25.697.189
25.697.189
25.697.189
25.697.189
25.697.189
25.697.189
25.859.655
25.859.655
25.859.655
25.859.655
25.859.655
25.859.655
25.859.655
25.892.357
25.892.357
25.892.357
25.892.357
25.892.357
25.892.357
25.892.357
26.146.529
26.146.529
26.146.529
26.146.529
26.146.529
26.146.529
26.146.529
27.308.328
27.308.328
27.308.328
27.308.328
27.308.328
27.308.328
27.308.328
255.626.095
255.626.095
255.626.095
255.626.095
255.626.095
255.626.095
255.626.095
257.808.257
257.808.257
257.808.257
257.808.257
257.808.257
257.808.257
257.808.257
260.881.305
260.881.305
260.881.305
260.881.305
260.881.305
260.881.305
260.881.305
261.403.345
261.403.345
261.403.345
261.403.345
261.403.345
261.403.345
261.403.345
262.271.665
262.271.665
262.271.665
262.271.665
262.271.665
262.271.665
262.271.665
287.762
287.762
287.762
287.762
287.762
287.762
287.762
2.856.789
2.856.789
2.856.789
2.856.789
2.856.789
2.856.789
2.856.789
2.857.834
2.857.834
