pollutant_max
323
103
220
5
4
115
17
1
43
39
31
9
27
0
218
346
0
17
3
480
110
20
114
9
500
0
0
0
0
0
0
210
5
20
49
193
15
21
62
126
500
500
15
25
21
3
54
89
33
7
50
330
14
18
15
5
49
196
76
19
44
426
50
406
2
53
40
108
474
31
456
74
8
33
80
76
291
10
0
21
82
317
0
106
73
0
0
0
0
135
23
63
319
189
5
80
18
3
13
0
180
147
109
66
78
10
125
240
33
5
31
240
11
107
35
436
5
190
11
23
328
26
64
4
2
200
340
14
10
62
32
74
38
358
32
201
86
7
14
33
11
59
386
249
9
19
318
49
89
248
7
4
0
0
0
72
0
0
44
25
41
6
34
299
410
23
94
167
8
5
421
358
55
330
500
29
7
11
147
68
186
46
7
500
500
33
3
116
0
0
0
0
0
55
9
14
385
30
15
195
50
348
10
159
85
480
473
136
93
107
17
7
44
4
170
16
34
12
267
6
8
18
9
406
297
8
28
50
9
18
416
399
108
8
88
0
3
230
36
0
61
260
149
20
92
390
14
37
4
365
282
22
64
55
2
263
50
417
14
50
21
23
102
416
345
9
8
12
69
0
117
68
82
150
19
0
466
3
500
121
35
18
30
22
500
22
460
139
0
105
471
131
12
21
127
318
54
16
442
101
22
9
121
433
34
461
66
125
339
86
34
403
23
500
54
114
139
492
57
430
69
58
385
84
6
116
148
86
415
35
128
441
20
425
0
336
84
18
88
30
153
500
104
14
132
500
78
22
11
54
4
60
0
230
434
68
28
130
26
485
6
462
15
112
47
119
472
6
500
139
104
443
39
12
55
468
440
76
10
16
21
117
447
106
111
17
7
8
449
500
124
18
500
26
118
21
119
463
12
20
499
79
6
32
11
420
130
486
114
115
500
500
107
19
47
112
23
23
158
494
455
9
70
12
468
148
215
21
493
15
43
448
59
442
3
0
17
110
450
26
44
148
490
60
8
83
13
369
81
14
460
100
402
55
20
5
417
53
117
298
60
372
101
61
452
195
12
38
436
128
40
31
115
84
389
352
120
367
40
31
405
36
492
70
30
457
6
136
339
119
63
411
16
466
25
28
274
500
83
119
0
0
37
0
106
0
0
0
96
0
0
109
30
437
420
28
90
149
324
420
26
90
30
34
37
32
274
81
21
166
21
325
26
17
110
89
350
76
481
500
122
67
81
14
9
72
5
193
316
42
80
85
148
33
9
140
187
105
36
16
378
40
48
55
274
12
10
233
44
340
29
47
35
295
10
136
13
107
15
31
37
273
156
13
0
12
101
262
26
16
107
153
8
26
482
6
35
500
34
8
54
109
42
40
383
19
226
52
126
339
10
4
142
404
0
127
438
22
7
57
397
299
118
41
54
23
104
245
15
17
344
6
103
369
22
272
80
11
6
20
26
315
174
21
17
5
209
177
33
26
34
3
13
367
31
31
11
183
11
14
6
36
112
23
326
187
20
9
314
34
60
186
21
12
9
40
231
5
11
3
131
2
14
107
47
374
386
13
25
122
14
431
89
343
27
34
68
139
348
120
338
29
6
14
20
30
71
300
12
44
1
61
59
7
16
35
9
1
13
30
66
73
48
163
1
9
37
101
31
1
30
62
54
62
22
11
59
154
6
3
116
27
6
5
78
19
85
70
14
13
67
84
90
2
163
284
96
34
85
166
14
326
18
35
114
94
7
215
342
220
20
71
92
22
72
322
232
7
155
322
92
5
84
85
204
20
322
32
197
111
4
38
153
495
36
120
67
410
14
82
0
7
264
110
384
35
116
21
15
154
144
247
0
0
237
36
4
146
6
14
28
125
82
14
48
66
132
22
135
5
32
257
58
367
111
81
3
421
104
3
115
432
29
56
133
500
7
178
2
122
211
16
51
90
105
7
385
36
119
381
41
40
22
11
17
247
338
51
88
22
187
22
14
277
22
32
33
320
23
9
390
417
10
28
108
59
21
242
108
45
159
34
52
50
160
103
300
34
8
2
55
328
368
32
25
38
34
18
16
214
46
272
96
22
58
303
173
71
9
38
203
5
119
324
23
63
37
15
1
58
20
12
0
127
103
90
4
36
13
3
142
20
166
4
128
175
8
390
362
6
49
158
15
233
20
101
102
41
168
41
7
115
326
149
40
51
213
8
303
1
7
326
230
30
21
4
1
96
143
141
309
225
17
101
370
384
10
9
62
3
14
500
129
10
500
5
129
4
40
8
114
13
39
3
192
14
8
5
338
26
10
136
4
108
21
248
4
315
24
185
5
90
17
3
125
155
7
40
37
8
4
29
305
38
2
135
0
10
10
73
98
13
4
32
20
68
294
23
64
14
90
97
8
80
6
2
33
43
0
14
0
7
2
101
11
8
332
257
61
28
56
70
29
36
39
5
6
24
177
111
14
27
1
6
14
4
34
48
20
200
0
188
11
1
20
138
24
29
8
55
120
45
2
38
55
46
54
10
50
4
85
54
34
23
103
10
102
3
104
69
111
71
73
29
10
89
4
46
13
0
40
30
67
3
36
26
90
21
42
92
27
5
30
21
11
121
126
13
3
31
132
22
11
84
31
4
129
5
66
6
34
55
83
38
5
2
1
76
120
7
167
12
12
38
3
52
44
8
94
4
26
77
126
17
0
0
0
0
46
0
8
5
6
62
40
50
30
98
177
67
131
10
51
18
25
97
116
28
1
23
18
156
13
203
147
4
22
29
120
84
169
13
15
51
61
11
24
65
75
3
58
55
33
3
140
108
12
54
108
78
32
83
9
61
20
55
44
2
0
51
48
17
71
164
57
3
196
105
122
20
2
56
11
2
36
12
62
0
55
2
17
101
44
79
10
24
4
61
4
70
15
53
98
122
42
22
52
44
38
44
35
4
4
16
57
89
117
77
8
188
18
90
31
39
5
60
54
8
14
129
50
73
5
16
2
68
60
80
94
2
54
24
14
20
0
0
0
5
80
178
11
11
128
7
38
2
161
139
9
39
38
1
10
205
44
5
120
42
7
33
6
69
148
68
104
408
242
43
8
3
10
1
11
14
67
0
44
131
49
26
104
11
1
53
42
28
48
0
0
0
0
0
3
0
0
0
38
0
0
3
0
0
256
187
121
0
17
0
24
1
2
6
114
39
108
102
9
20
24
127
116
8
20
3
18
1
7
44
106
55
0
23
102
66
0
13
6
52
26
19
76
92
9
17
4
0
29
24
6
0
138
72
64
12
16
119
31
182
16
17
109
206
155
2
155
41
2
52
112
30
40
59
182
155
1
3
46
106
8
18
11
2
373
198
40
58
36
78
43
12
87
8
35
35
499
18
33
124
59
105
128
10
16
4
135
107
64
14
7
31
66
56
22
53
26
12
75
37
2
200
26
62
130
6
12
92
81
108
2
12
13
33
59
341
13
70
26
8
188
4
158
10
7
138
94
42
18
437
189
76
64
120
0
162
433
30
14
272
114
121
277
34
29
20
87
73
18
72
1
6
106
55
28
36
0
4
0
29
3
20
111
275
358
213
383
76
12
271
82
6
22
59
255
240
41
428
10
90
500
8
58
159
89
453
127
120
179
329
129
13
12
378
500
455
115
115
20
11
13
83
348
7
13
51
230
51
9
54
339
59
193
12
138
89
345
276
11
7
106
111
66
196
283
93
10
13
164
418
7
81
110
400
80
72
371
8
74
46
227
68
156
19
29
127
472
390
116
134
9
107
100
23
449
404
109
464
14
14
118
380
155
146
389
5
161
10
374
108
104
406
54
152
377
123
21
134
380
218
32
57
18
7
82
345
111
321
19
26
7
104
63
500
7
88
500
113
133
150
106
400
20
369
307
13
160
35
20
500
172
142
421
24
155
374
92
32
463
351
18
98
217
127
16
251
255
88
162
59
38
22
67
350
9
80
52
94
435
8
444
33
125
62
12
500
145
0
126
0
67
0
0
0
132
83
16
165
11
382
440
347
373
139
118
2
0
114
241
83
107
14
384
26
103
400
14
16
142
413
129
105
422
22
7
144
24
190
401
356
15
104
69
11
89
410
0
0
0
0
186
0
135
134
10
64
108
34
187
34
74
15
10
310
88
403
116
19
130
56
334
462
80
12
15
91
111
343
10
72
388
371
12
15
270
116
27
47
82
349
19
91
17
128
231
494
500
140
182
11
75
50
340
23
371
37
30
170
163
422
22
372
43
114
99
49
159
409
73
411
60
30
142
23
136
48
449
407
6
11
416
411
119
13
124
135
40
58
42
108
24
322
38
202
69
66
55
2
45
28
10
43
1
11
226
154
10
28
104
267
3
39
147
269
88
122
124
286
229
9
62
185
35
219
15
8
9
285
46
178
90
36
294
65
10
106
62
304
149
4
35
112
278
90
32
39
170
78
11
302
80
187
52
131
54
44
2
73
12
104
3
152
37
184
29
76
77
4
105
186
16
224
34
390
5
71
18
30
173
228
49
201
139
19
44
343
121
445
8
22
176
147
219
36
336
74
150
297
143
28
153
19
337
178
9
24
170
306
114
375
145
66
152
16
176
94
186
6
43
320
89
25
353
111
174
85
40
165
0
34
9
115
149
0
0
0
0
0
118
0
4
0
0
0
0
22
196
194
213
47
96
117
65
108
110
394
17
114
332
5
74
215
43
122
324
4
29
100
240
127
4
183
248
193
36
5
308
127
124
106
0
0
110
0
0
66
0
157
4
38
317
26
401
110
103
310
106
3
75
462
42
315
94
107
141
154
182
15
322
30
225
133
398
124
59
7
317
91
300
278
47
9
287
218
372
180
34
11
123
43
0
0
49
0
22
82
53
177
287
238
36
350
90
268
15
106
62
84
277
202
120
171
106
242
5
152
301
217
300
25
43
152
124
26
61
104
235
204
67
9
195
104
94
31
322
46
58
307
336
205
53
114
498
8
308
354
44
36
142
96
127
37
39
291
173
19
2
77
285
113
302
205
61
303
43
82
229
5
124
129
153
296
8
98
241
139
79
6
245
0
0
0
0
0
66
334
113
115
259
148
211
4
93
90
4
102
402
237
114
235
71
176
104
9
22
122
129
33
100
357
111
319
6
107
15
320
131
436
21
106
356
305
19
41
76
65
8
152
2
101
86
298
304
139
116
12
2
208
128
80
15
95
479
78
307
33
70
308
18
89
102
310
139
13
357
46
3
89
14
78
308
77
9
366
480
91
180
124
348
286
11
32
150
42
147
362
256
107
52
4
208
158
36
128
35
319
213
163
117
144
41
326
210
152
221
8
84
12
121
11
176
21
274
422
8
6
270
103
110
106
179
69
444
115
9
475
92
57
116
32
52
68
58
216
40
94
5
118
125
2
8
124
163
96
31
18
138
1
0
0
0
0
0
0
0
67
306
244
30
3
126
136
165
88
27
310
119
28
107
212
305
223
139
11
269
97
136
114
3
57
287
165
79
39
26
173
0
0
0
0
0
82
9
18
124
262
155
197
138
160
9
105
9
180
47
2
237
34
12
14
299
1
111
284
9
13
106
139
165
171
322
16
7
19
192
0
85
4
62
177
192
113
314
52
99
4
20
58
37
6
57
312
2
11
151
10
103
42
9
283
191
94
13
109
151
78
62
7
90
171
37
252
7
12
13
108
51
202
261
134
139
116
21
63
90
326
14
51
117
214
98
92
3
116
7
27
401
0
27
308
66
359
8
133
23
71
426
111
387
3
14
62
44
256
20
13
88
77
325
100
137
24
316
26
201
87
116
13
248
138
5
331
18
87
303
19
103
186
3
32
108
359
3
10
314
62
114
81
148
64
35
135
5
90
55
76
147
195
95
15
101
22
59
227
116
308
65
25
23
0
0
26
0
0
155
317
60
0
5
99
75
0
0
0
78
10
0
0
33
11
8
318
107
199
6
0
44
0
164
0
0
0
103
56
195
8
319
90
109
171
47
12
1
156
10
66
0
89
4
15
15
319
110
198
8
318
32
12
104
9
246
0
146
38
112
3
115
90
61
48
13
13
66
219
115
50
124
25
64
6
5
86
104
58
57
107
2
47
52
335
12
2
84
431
95
64
12
162
7
111
25
279
106
6
198
119
73
188
24
102
80
50
65
2
319
154
0
22
120
113
393
344
0
79
2
10
103
57
115
36
245
9
181
67
39
120
4
45
0
38
2
56
332
347
7
93
6
258
11
3
20
346
32
335
26
18
9
12
343
22
6
387
64
405
27
111
15
387
180
103
414
22
108
139
461
17
74
24
10
22
110
300
22
339
4
23
108
291
246
18
16
212
61
27
27
13
397
70
103
110
2
49
4
15
163
3
119
22
67
20
5
104
199
219
6
17
32
19
90
273
86
245
26
7
317
29
3
20
106
35
328
3
62
2
164
44
127
15
10
171
299
12
27
68
67
25
6
361
15
46
206
110
20
28
168
50
284
16
2
316
85
186
51
103
24
2
93
23
260
3
88
151
70
36
25
202
8
3
155
111
238
38
73
4
128
40
92
70
342
107
103
382
97
23
123
19
121
126
442
11
487
0
52
385
196
21
17
19
411
24
330
22
120
112
90
408
15
112
102
118
41
382
10
26
96
422
132
430
111
236
43
42
336
79
19
6
92
56
79
157
323
33
102
132
54
267
29
322
4
300
5
22
20
293
31
89
35
84
6
105
61
363
219
0
0
0
143
31
0
0
44
28
102
34
124
118
60
123
426
420
31
34
55
427
92
373
19
158
0
43
74
3
309
173
71
465
386
111
208
8
22
453
85
106
486
51
448
20
121
416
109
142
169
378
60
117
115
221
22
20
66
122
16
70
415
457
112
242
195
69
12
11
9
103
367
22
43
31
60
265
114
131
162
307
20
344
53
188
33
124
40
164
1
103
5
64
50
205
14
112
88
310
2
312
39
84
78
17
32
83
85
22
53
3
79
250
57
31
5
344
3
26
23
49
313
153
36
0
2
0
70
116
0
72
0
64
0
0
57
28
0
0
0
82
78
8
108
90
6
33
66
24
82
57
12
68
5
22
55
159
76
295
38
4
34
66
316
65
4
59
168
338
175
8
375
89
135
156
50
17
3
342
0
59
41
0
0
41
36
0
0
0
109
293
151
7
61
139
331
150
422
98
400
9
13
148
2
36
126
108
386
467
80
18
6
358
317
71
97
68
319
159
148
8
31
147
206
24
52
137
29
2
187
123
247
132
7
150
42
122
348
361
57
296
115
11
117
29
26
109
434
13
117
109
412
297
193
4
16
106
199
7
48
173
251
4
337
79
111
315
192
8
60
60
74
130
253
94
17
169
10
5
16
343
186
47
58
457
27
152
332
150
23
181
14
431
398
84
68
101
40
22
68
460
414
5
500
20
500
190
171
165
28
325
67
60
73
191
13
3
182
134
129
23
13
13
55
151
136
14
93
179
7
24
45
95
92
97
5
76
2
307
2
3
178
57
481
137
97
9
108
449
135
0
0
0
0
0
