pollutant_min
40
57
69
1
3
22
16
1
27
35
23
4
23
0
71
67
0
1
2
46
34
15
11
5
50
0
0
0
0
0
0
45
3
4
7
69
3
12
39
7
62
71
9
5
16
1
17
36
7
6
16
46
12
1
1
5
10
71
50
15
24
301
17
68
1
4
7
10
146
22
62
16
4
15
18
1
65
1
0
6
1
43
0
2
17
0
0
0
0
86
14
29
55
53
1
40
12
3
7
0
23
29
31
32
2
6
87
112
12
3
30
50
7
6
1
157
1
81
6
4
90
8
34
3
2
42
106
1
9
4
4
34
16
237
23
123
33
4
10
6
6
11
302
140
8
17
57
45
42
94
4
1
0
0
0
16
0
0
11
18
26
3
27
113
213
15
9
16
6
4
121
277
2
93
70
12
2
2
52
10
101
7
2
131
178
20
1
73
0
0
0
0
0
3
9
10
82
22
11
22
3
176
4
15
9
162
134
47
31
43
13
5
8
3
58
6
14
5
58
2
2
18
9
130
115
5
3
10
6
16
115
72
2
6
17
0
3
17
4
0
11
105
31
16
4
130
6
10
2
197
130
14
38
26
1
38
17
114
9
36
2
1
1
130
96
5
5
8
3
0
16
4
2
46
1
0
327
1
177
46
10
11
2
11
308
7
185
3
0
44
311
42
2
14
34
157
6
1
287
25
9
6
38
180
6
313
40
86
125
31
6
212
11
344
33
54
73
256
8
309
28
12
141
1
2
44
79
10
181
24
2
306
4
316
0
172
15
6
30
3
8
175
46
7
25
309
15
9
2
1
2
36
0
108
159
1
3
10
15
306
1
355
8
35
18
51
294
1
341
14
19
192
16
4
8
85
146
47
1
4
19
22
235
36
24
1
4
3
318
290
35
1
327
13
50
7
24
315
1
8
222
22
4
1
6
171
1
309
59
24
371
210
28
10
2
50
13
16
66
206
305
5
40
2
271
10
129
14
338
6
41
184
2
329
1
0
10
80
310
19
1
28
153
20
1
31
9
134
4
6
290
40
150
18
15
1
304
3
56
139
31
183
54
22
60
67
3
24
305
10
6
25
88
34
178
131
76
160
16
2
307
1
346
24
17
188
2
50
151
98
12
260
12
318
14
4
82
285
47
26
0
0
29
0
67
0
0
0
6
0
0
42
10
275
229
18
74
39
98
213
17
54
26
28
30
22
119
18
18
56
16
83
9
2
45
15
131
4
137
304
59
27
13
7
2
16
2
62
147
29
34
8
135
30
9
30
154
2
4
8
162
33
38
38
86
10
7
112
37
113
12
34
16
80
10
62
12
64
5
22
32
59
67
10
0
7
98
63
24
1
46
87
8
8
177
6
6
140
14
2
42
14
36
31
81
1
110
2
100
122
6
2
11
122
0
22
127
15
1
1
93
103
87
40
4
9
52
81
7
14
81
4
72
66
12
61
6
7
5
1
22
74
89
1
6
2
187
168
27
23
29
2
12
27
28
20
9
50
3
5
6
1
36
3
95
86
17
2
76
19
31
54
7
5
2
1
101
4
6
2
24
1
2
5
4
325
209
11
3
24
14
273
14
92
5
7
8
54
61
33
77
11
1
2
5
28
38
42
11
37
1
53
18
5
1
31
8
1
6
26
56
62
18
16
1
8
30
32
8
1
23
14
48
54
1
9
48
54
1
2
41
25
5
5
10
16
3
16
9
6
11
6
3
1
63
31
21
33
16
20
11
12
3
3
12
34
4
3
163
125
3
31
14
3
2
120
105
4
3
133
35
3
13
5
92
6
83
12
83
44
3
4
18
107
16
46
5
103
3
3
0
4
4
48
124
10
6
4
10
93
10
87
0
0
96
29
2
101
4
2
20
71
43
9
24
2
82
10
87
3
10
116
32
90
12
5
1
71
42
1
36
115
2
47
102
185
7
45
2
75
32
4
21
7
44
3
85
9
3
100
7
20
10
11
4
116
123
40
85
14
31
17
10
52
3
2
27
60
20
8
57
88
5
13
53
22
7
34
2
1
39
32
1
21
94
58
81
19
7
2
24
60
58
30
6
36
29
6
14
61
7
65
41
12
20
56
94
14
9
37
90
3
58
62
10
12
10
1
1
51
8
9
0
19
18
79
3
8
12
3
68
2
55
3
42
1
1
122
180
6
47
61
7
132
14
76
26
20
12
40
7
39
5
13
38
4
112
4
91
1
1
179
133
30
20
3
1
11
24
7
182
123
6
6
121
124
2
2
1
3
13
21
32
9
26
5
92
2
2
4
79
11
36
2
95
14
8
4
102
24
10
35
2
22
3
91
4
95
21
98
3
8
10
3
89
85
5
4
1
6
2
10
49
10
1
19
0
6
9
62
84
9
3
26
13
10
20
5
60
2
7
9
8
76
6
2
6
9
0
9
0
1
2
38
1
5
92
112
14
22
41
36
12
20
32
2
2
12
36
42
10
18
1
1
13
3
32
29
18
81
0
91
5
1
18
77
7
24
2
39
18
21
1
15
10
23
31
3
6
1
4
44
29
15
19
3
61
1
74
20
26
36
31
4
5
21
4
10
5
0
22
6
24
2
2
24
18
2
27
16
18
3
6
8
2
53
37
10
2
2
54
12
3
58
31
4
102
4
38
4
11
27
40
32
4
2
1
20
56
5
73
9
11
20
1
37
22
8
50
4
24
31
62
16
0
0
0
0
8
0
7
3
1
18
2
23
17
7
76
28
46
7
6
8
24
18
48
6
1
16
18
1
6
50
59
2
21
26
54
66
25
8
14
11
45
7
3
12
22
2
28
31
1
3
49
47
3
2
45
35
17
35
8
42
19
54
30
2
0
22
42
15
30
3
17
1
94
58
93
16
1
53
10
1
29
11
1
0
37
2
16
36
10
27
5
9
2
7
1
39
6
7
13
36
30
12
15
36
25
34
12
2
4
15
17
7
7
43
1
26
12
53
19
36
4
28
19
4
13
55
6
63
1
16
2
9
2
23
33
1
44
23
11
14
0
0
0
3
30
28
3
5
48
1
20
1
49
66
6
16
4
1
9
29
23
1
28
8
3
10
5
21
35
43
14
37
56
6
6
3
2
1
9
13
16
0
11
9
14
24
3
5
1
19
16
26
1
0
0
0
0
0
3
0
0
0
35
0
0
3
0
0
35
43
6
0
14
0
5
1
1
6
37
10
61
34
4
3
9
36
39
5
10
1
1
1
7
13
28
8
0
22
22
6
0
13
5
7
2
17
22
27
6
16
4
0
24
22
6
0
30
50
48
6
11
16
17
72
1
16
50
2
51
2
60
25
2
18
71
7
4
31
142
91
1
1
16
46
5
12
5
1
38
67
1
20
2
52
26
12
71
7
17
21
47
12
25
40
14
22
59
2
4
2
88
70
6
9
5
8
54
16
5
1
20
8
60
33
2
36
8
1
46
5
8
8
20
66
2
8
13
25
20
117
10
48
22
4
139
1
143
1
2
101
44
15
15
242
162
76
64
53
0
83
255
1
11
46
106
111
4
32
19
6
47
19
16
9
1
6
15
11
24
1
0
2
0
2
3
1
43
126
164
6
133
17
2
113
13
3
4
18
129
32
3
293
6
21
322
5
1
51
3
184
24
18
3
114
19
6
1
124
301
137
26
7
17
5
5
39
230
7
7
5
133
22
5
32
174
24
130
2
65
13
43
101
2
1
47
17
12
79
67
10
6
1
11
123
4
3
22
100
8
24
67
4
36
5
67
26
2
11
10
1
192
111
30
48
6
7
26
6
94
86
39
122
8
3
42
98
15
35
134
5
10
3
263
20
48
106
6
2
92
15
5
26
85
110
18
8
4
3
4
74
52
46
19
11
7
98
4
70
1
1
57
13
36
19
26
134
3
161
5
8
16
5
6
111
40
4
81
20
36
88
25
2
105
190
8
41
11
32
3
126
70
16
69
15
11
5
2
86
7
12
8
14
91
3
91
12
31
21
10
55
1
0
28
0
1
0
0
0
26
1
5
20
3
75
114
66
37
14
3
1
0
4
54
9
11
1
65
6
4
72
9
5
1
117
25
37
69
5
6
40
4
6
103
94
11
38
14
3
24
121
0
0
0
0
18
0
7
63
5
41
32
5
48
6
15
6
3
56
20
32
7
14
26
1
72
108
32
4
7
5
24
53
1
3
28
50
1
2
128
18
11
6
14
38
9
34
6
4
68
45
184
33
34
1
10
1
133
5
180
11
7
43
54
110
5
200
8
24
10
8
34
40
10
96
12
7
32
1
38
3
322
169
1
6
307
146
27
8
2
34
1
8
13
40
1
201
4
133
20
24
26
1
13
6
1
20
1
2
86
86
7
13
23
78
1
35
32
98
10
32
85
134
1
3
16
123
25
105
13
8
8
115
44
80
21
3
67
2
1
20
25
111
97
1
6
20
1
49
32
34
82
14
4
82
25
103
38
72
23
40
1
18
7
63
2
85
14
47
26
45
7
4
40
80
15
129
4
307
2
19
3
2
22
97
5
82
24
9
1
115
3
90
8
1
22
24
66
2
66
33
58
114
22
10
1
5
76
70
5
5
1
109
24
128
52
4
108
6
89
29
5
1
1
125
86
15
98
20
1
30
1
68
0
24
4
82
7
0
0
0
0
0
12
0
3
0
0
0
0
15
100
123
71
8
41
32
38
44
3
136
8
34
137
1
2
143
2
4
218
2
13
41
11
62
3
119
119
18
7
1
82
45
16
10
0
0
33
0
0
31
0
10
3
8
4
2
5
35
5
207
40
2
24
169
8
160
13
44
44
1
107
4
126
12
111
87
213
104
2
2
55
12
1
74
9
2
100
1
110
22
2
2
27
22
0
0
2
0
18
1
42
95
86
70
9
72
14
101
2
21
3
36
111
4
28
13
101
99
3
104
148
125
1
2
6
25
22
24
30
30
71
94
31
5
121
12
2
4
198
1
3
1
219
60
15
4
151
2
102
127
14
3
1
38
41
26
1
105
117
1
1
14
109
33
102
43
7
2
22
2
135
1
1
46
2
152
1
39
114
31
1
3
60
0
0
0
0
0
34
136
13
14
104
4
1
1
4
17
3
56
118
125
34
105
13
117
30
4
3
1
42
7
27
92
10
136
3
16
2
132
30
129
5
2
131
99
1
24
3
24
6
27
2
9
20
120
243
18
18
2
1
13
12
22
5
5
100
3
113
3
2
90
3
5
14
133
40
4
82
13
2
7
3
27
101
33
2
283
154
2
16
56
68
80
4
4
23
10
3
294
138
26
12
1
2
23
11
2
7
150
121
31
33
42
1
163
128
2
22
3
12
2
77
1
4
2
62
126
7
1
238
31
28
2
16
15
84
19
2
76
2
30
69
28
46
32
13
88
21
6
4
66
32
2
1
19
33
16
5
16
69
1
0
0
0
0
0
0
0
48
53
128
8
2
9
40
126
36
5
138
23
8
18
120
1
124
30
6
135
1
44
31
3
28
62
108
30
37
26
33
0
0
0
0
0
28
8
4
38
94
3
132
1
64
7
2
4
50
5
1
132
31
10
1
105
1
16
118
5
6
38
39
3
97
89
6
1
18
93
0
4
2
18
10
148
15
264
6
60
3
10
26
5
4
38
27
1
1
46
1
42
1
7
5
66
20
9
27
41
19
18
3
44
78
7
60
5
6
6
8
1
80
82
84
7
11
2
7
3
88
8
8
5
104
1
24
3
4
2
5
118
0
18
76
12
81
7
32
22
4
61
4
74
1
5
3
9
74
11
7
9
7
72
24
31
8
87
6
84
7
5
4
102
43
1
87
1
5
80
18
59
96
2
11
14
89
1
6
102
11
45
9
59
19
30
71
4
20
1
7
38
47
27
12
17
6
16
92
19
86
3
10
3
0
0
16
0
0
33
62
36
0
1
1
3
0
0
0
10
7
0
0
20
8
4
255
69
140
6
0
4
0
45
0
0
0
39
15
135
7
243
52
17
98
26
6
1
90
2
36
0
64
4
7
1
85
52
113
3
82
16
5
72
3
54
0
46
7
5
2
72
65
21
24
4
5
34
41
33
24
38
11
36
4
2
55
50
8
13
5
1
28
9
67
5
1
34
66
3
45
12
55
6
56
5
55
13
6
32
27
1
50
8
32
6
4
24
2
67
50
0
9
2
34
315
189
0
34
1
4
46
21
34
27
75
7
104
50
4
82
3
4
0
24
2
34
44
60
5
14
3
51
10
2
19
46
2
58
13
1
8
3
40
21
3
58
19
153
11
48
8
173
4
34
142
1
4
47
228
8
5
17
8
16
57
78
11
87
4
21
79
91
109
18
8
69
18
1
7
6
97
36
43
46
2
28
1
14
61
2
38
1
36
19
5
28
51
67
6
1
30
18
3
66
47
97
1
4
48
14
2
19
50
8
103
2
36
2
60
42
71
2
6
80
80
11
22
14
2
7
2
138
2
6
115
38
17
9
3
16
3
9
1
41
11
37
36
10
22
2
23
19
38
1
22
40
5
34
24
42
3
2
51
50
84
16
32
1
68
37
58
1
82
35
13
83
15
14
59
15
18
1
229
3
184
0
14
112
118
7
11
12
163
9
126
16
2
49
7
132
9
64
26
41
3
147
2
3
17
134
32
129
1
76
40
40
94
30
15
6
2
15
8
90
207
7
22
15
20
91
24
78
3
109
5
17
14
81
28
48
1
43
3
28
14
98
82
0
0
0
36
1
0
0
26
17
38
16
43
2
5
2
152
108
2
18
1
143
25
260
2
72
0
23
43
2
56
55
39
150
198
18
154
6
11
208
30
78
182
10
172
1
42
145
2
33
10
98
4
25
56
83
10
4
3
39
10
5
120
263
74
77
88
33
8
4
9
32
255
4
1
10
40
146
10
36
35
86
3
68
1
91
8
52
38
113
1
79
2
40
9
58
1
46
43
103
1
109
1
30
32
9
7
21
23
6
12
1
17
16
42
16
5
16
2
4
12
8
11
12
18
0
1
0
44
49
0
4
0
22
0
0
32
27
0
0
0
52
3
2
2
58
1
32
31
24
5
10
3
33
4
6
16
105
4
129
10
2
12
15
180
15
3
21
109
109
53
3
125
9
14
58
18
5
1
75
0
23
30
0
0
38
26
0
0
0
28
85
42
1
19
35
71
4
68
6
68
5
3
30
2
9
104
10
147
158
17
14
4
97
105
10
12
20
63
50
44
3
7
26
6
5
32
55
7
1
9
59
99
43
5
40
14
2
90
159
5
128
11
6
38
11
8
2
98
6
35
1
105
82
100
2
5
6
5
4
10
9
133
1
147
39
40
85
106
5
17
10
31
38
104
9
14
125
5
3
10
80
78
30
39
96
14
6
98
29
12
4
7
22
52
50
19
27
24
11
34
303
121
4
62
12
88
4
9
56
11
143
11
24
16
106
11
3
45
57
3
21
2
11
22
32
28
14
28
40
6
23
1
36
58
18
3
24
2
38
2
3
37
8
170
9
21
6
34
129
28
0
0
0
0
0
